"CNES";UF;IBGE;"NOME";"LOGRADOURO";"BAIRRO";LATITUDE;LONGITUDE
"2240637";43;431043;"UNIDADE DE ESTRATEGIA SAUDE DA FAMILIA CENTRO";"RUA LUIZ AUGUSTO BRANCO";"CENTRO";-28,81964;-51,28038
"2240653";43;431900;"ESF SAO JOSE";"RODOVIIA PADRE PEDRO RIZZON";"SAO JOSE OPERARIO";-28,971;-51,068
"2240661";43;431975;"ESF DE SAO VENDELINO";"RUA CONEGO CASPARY";"CENTRO";-29,36762;-51,37774
"2240572";43;431446;"UNIDADE BASICA DA SAUDE DA FAMILIA DE PINHAL DA SERRA";"RUA SADY ANTONIO ARNOLDO";"CENTRO";-27,52;-51,1
"2240807";43;431844;"POSTO DE SAUDE SAO JORGE";"RUA RUA DO PARQUE";"CENTRO";-28,499;-51,703
"2240602";43;431725;"ESF SANTA TEREZA";"RUA AMADEU PICININI";"CENTRO";-29,1692;-51,73657
"2241307";43;431690;"UNIDADE ESF ROBERTO BINATO";"RUA RANIERI DANEZI";"VILA CARAMELO";-29,69429;-53,84989
"2241269";43;431310;"UNIDADE SANITARIA CAEMBORA";"DISTRITO DE CAEMBORA";"DISTRITO";-29,472;-53,469
"2241358";43;430465;"POSTO DE SAUDE DA SEDE ESF";"AV TANCREDO NEVES";"CENTRO";-28,92389;-54,55705
"2098679";31;310560;"UBS GROGOTO";"RUA JOSE SETE PINHEIRO";"GROGOTO";-21,20313;-43,77605
"6318681";43;431720;"UNIDADE DE SAUDE PRISIONAL DE SANTA ROSA";"RUA IRMA GILBERTA";"AGRICOLA";-27,88415;-54,48879
"2241471";43;431053;"AMBULATORIO MEDICO DE ITAARA ESF";"AV GUILHERME KURTZ";"CENTRO";-29,60966;-53,76266
"2241544";43;432345;"UNIDADE DE SAUDE DA FAMILIA SOFIA SALDANHA SILVEIRA USF";"AVENIDA SINCERO LEMES";"CENTRO";-30,344;-53,883
"2241579";43;430637;"UNIDADE DE SAUDE CENTRAL ESF";"AV IBICUI";"CENTRO";-29,7;-54,2
"2241587";43;430840;"ESF CENTRO";"RUA VEREADOR ADELINO CARDOSO";"CENTRO";-30,0007;-53,49561
"2241641";43;430800;"POSTO DE SAUDE ESF FAXINAL DO SOTURNO";"RUA TRINTA DE NOVEMBRO";"CENTRO";-29,57338;-53,44327
"2241757";43;432220;"UBS EVANDRO VIANA BOPP";"RUA CAPITAO AMORIN";"CENTRO";-29,081;-53,836
"2241765";43;431550;"ESF SAO MIGUEL NOVO";"RSC 287";"SAO MIGUEL NOVO";-29,72236;-53,35048
"2241811";43;432237;"UNIDADE SANITARIA DE ATENCAO BASICA DE UNISTALDA";"RUA DESIDERIO FINAMOR";"CENTRO";-29,04851;-55,15122
"2241838";43;431120;"AMBULATORIO CENTRAL ESF";"AVENIDA JORGE MASCARENHAS";"CENTRO";-29,22981;-53,68971
"2241935";43;430800;"POSTO DE SAUDE ESF SANTOS ANJOS";"SANTOS ANJOS";"INTERIOR";-29,59805;-53,501
"2241986";43;431310;"UNIDADE SANITARIA DE VILA CRUZ";"RUA PADRE JOAO ZANELLA";"INTERIOR";-29,472;-53,469
"2242168";43;431980;"ESF LAURO PRESTES";"RUA LAURO PRESTES";"VILA LAURO PRESTES";-29,68619;-54,68325
"2242044";43;430290;"ESF ARACI FREITAS";"RUA GENERAL CANABARRO";"VILA CRUZEIRO";-29,86486;-54,83334
"6595553";43;431720;"UNIDADE BASICA DE SAUDE BALNEARIA";"CASTRO ALVES GLORIA";"BALNEARIA";-27,85275;-54,46684
"2242176";43;431980;"ESF VILA RICA";"RUA GEN OSORIO";"VILA RICA";-29,69933;-54,6825
"2242125";43;431980;"CENTRO DE SAUDE DAILY BUSS CECCONI";"RUA SETE DE SETEMBRO";"CENTRO";-29,69419;-54,6735
"2242214";43;430290;"ESF GUILHERME RUMPELL";"UMBU";"INTERIOR";-29,84971;-54,63673
"2242532";43;431690;"UNIDADE DE SAUDE SANTA FLORA";"ESTRADA MUNICIPAL JANUARIO CHAGAS FRANO";"SANTA FLORA";-29,88303;-53,88346
"2242540";43;431690;"UNIDADE DE SAUDE WILSON PAULO NOAL EAP";"RUA REINALDO MANUEL GUIDOLIN";"CAMOBI";-29,69931;-53,71804
"2242559";43;431690;"UNIDADE ESF LIDIA";"RUA MAESTRO RIBAS BARBOSA";"VILA LIDIA";-29,69458;-53,83927
"2242591";43;431690;"UNIDADE DE SAUDE WALTER AITA EAP SAUDE BUCAL";"RUA LUIZ PETRY";"CAMOBI";-29,70947;-53,72729
"2242605";43;431690;"UNIDADE DE SAUDE DOM ANTONIO REIS EAP";"RUA ISIDORO GRASSI COM DUQUE DE CAXIAS";"NONOAI";-29,70561;-53,80482
"2242613";43;431690;"UNIDADE ESF VICTOR HOFFMANN";"RUA DISTRITO FEDERAL";"VILA ROSSI";-29,7067;-53,85599
"2242648";43;431690;"UNIDADE DE SAUDE JOY BETTS EAP";"RUA CASTRO ALVES";"PERPETUO SOCORRO";-29,67241;-53,81649
"2242656";43;431690;"UNIDADE ESF SAO JOSE";"RUA ANTONIO GONCALVES DO AMARAL";"SAO JOSE";-29,70051;-53,75964
"2242516";43;431690;"UNIDADE DE SAUDE RUBEN NOAL EAP";"AV PAULO LAUDA";"TANCREDO NEVES";-29,70135;-53,87476
"2242699";43;431940;"ESTRATEGIA SAUDE DA FAMILIA DR SERGIO NOTARI";"RUA NOSSA SENHORA MEDIANEIRA";"MATURINO DE OLIVEIRA";-29,62253;-54,18726
"2242745";43;431960;"POSTO DE SAUDE CENTRAL";"RUA PERCIVAL BRENNER";"CENTRO";-30,16664;-53,56751
"2242761";43;431960;"ESTRATEGIA DE SAUDE DA FAMILIA VILA BLOCK";"VILA BLOCK";"VILA BLOCK";-30,04146;-53,71587
"2242788";43;431960;"ESTRATEGIA DE SAUDE DA FAMIILIA RURAL";"MATA GRANDE";"CENTRO";-30,161;-53,565
"2242818";43;431960;"ESTRATEGIA DE SAUDE DA FAMILIA PONTES";"RUA TEOFILO PITELKOW";"VILA PONTES";-30,161;-53,565
"2242877";43;431810;"UNIDADE BASICA DE SAUDE COHAB PSF";"RUA ANTONIO CARLOS VIDAL";"ASSIS BRASIL";-29,56523;-55,12179
"2242885";43;431810;"UNIDADE BASICA DE SAUDE BAIRRO ITALIANO PSF";"RUA XV DE NOVEMBRO";"ITALIANO";-29,5485;-55,1185
"2242923";43;431110;"CENTRO MUNICIPAL DE SAUDE EACS";"RUA SETE DE SETEMBRO";"CENTRO";-29,497;-54,69
"2243024";43;431113;"UNIDADE BASICA DE SAUDE DR NAUDAR VICENTE KONZEN";"AV HIPOLITO CARDOSO DA SILVEIRA";"CENTRO";-29,291;-54,224
"2242672";43;431690;"UNIDADE DE SAUDE DR FLORIANO ROCHA EAP";"RUA BENJAMIM DAVILA PRADO";"COHAB SANTA MARTA";-29,69164;-53,86086
"2242702";43;431940;"UNIDADE ESF OLAVIO ROSA";"RUA OITO";"PAULO TIETZE";-29,61632;-54,17436
"2243105";43;431740;"UNIDADE ESF MISSOES DISTRITO 04";"RUA LEOPOLDO RITTER";"MISSOES";-29,17426;-54,88921
"0615439";31;316070;"SAUDE DA MULHER";"RUA 15 DE FEVEREIRO";"SAO SEBASTIAO";-21,46871;-43,5489
"2243490";43;431690;"UNIDADE DE SAUDE SAO VALENTIM";"COLONIA TONIOLO";"SAO VALENTIM";-29,75035;-53,89445
"2243512";43;431690;"UNIDADE DE SAUDE ONEYDE DE CARVALHO EAP";"RUA VICTORIO LORENZI";"VILA LORENZI";-29,72339;-53,80741
"2243520";43;431690;"UNIDADE DE SAUDE WALDIR AITA MOZZAQUATRO EAP";"RUA FELIX MANARIN";"JOAO GOULART";-29,68094;-53,79139
"2243539";43;431690;"UNIDADE ESF ARROIO DO SO";"RUA DUQUE DE CAXIAS";"ARROIO DO SO";-29,80718;-53,56079
"2243547";43;431690;"UNIDADE DE SAUDE ITARARE EAP";"AV ASSIS BRASIL";"ITARARE";-29,67654;-53,79869
"2243563";43;431690;"UNIDADE DE SAUDE JOSE ERASMO CROSSETTI EAP";"RUA FLORIANO PEIXOTO";"MEDIANEIRA";-29,69295;-53,8071
"2243571";43;431690;"UNIDADE DE SAUDE CENTRAL EAP";"AVENIDA MEDIANEIRA";"CENTRO";-29,70197;-53,81394
"2243652";43;431532;"UNIDADE BASICA DE SAUDE DE QUEVEDOS";"RUA HUMAITA";"CENTRO";-29,35248;-54,06949
"2098695";31;310560;"UBS SANTO ANTONIO";"RUA SAO FRANCISCO DE ASSIS";"SANTO ANTONIO";-21,19874;-43,75866
"2246244";43;431410;"ESF VILA MATTOS PMPF";"RUA FELIPE MULITERNO";"VILA MATTOS";-28,28911;-52,35273
"2243822";43;431690;"UNIDADE DE SAUDE ARROIO GRANDE";"RUA PEDRO ALVARES CABRAL";"ARROIO GRANDE";-29,66924;-53,66267
"2244047";43;431120;"AMBULATORIO VAL DE SERRA";"RUA PE ANCHIETA";"VAL DE SERRA";-29,42046;-53,66341
"6812236";43;431720;"UNIDADE BASICA DE SAUDE TIMBAUVA";"RUA GERSON LUNARDI";"TIMBAUVA";-27,85024;-54,48565
"2244373";43;432146;"UNIDADE BASICA DE SAUDE TIO HUGO";"RUA FLORIANOPOLIS";"RABELO";-28,57331;-52,59662
"2244381";43;431795;"POSTO DE SAUDE SANTO EXPEDITO DO SUL";"AV JOSE PILONETTO";"CENTRO";-27,908;-51,645
"2244454";43;431775;"POSTO DE SAUDE I CENTRO DE SAUDE STO A PLANALTO";"RUA ADOLFO SCHNEIDER";"CENTRO";-28,396;-52,691
"2244462";43;431213;"UNIDADE SANITARIA MATO CASTELHANO";"RUA JOAO VILMAR SARAIVA FRANCA";"CENTRO";-28,16465;-52,11412
"2244489";43;432335;"POSTO DE SAUDE VILA LANGARO";"RUA 22 DE OUTUBRO";"CENTRO";-28,10682;-52,14529
"2244497";43;431267;"POSTO DE SAUDE NICOLAU VERGUEIRO";"RUA DAS AZALEIAS";"CENTRO";-28,53545;-52,46137
"2244659";43;431262;"POSTO DE SAUDE MULITERNO";"AV SANTOS DUMONT";"CENTRO";-28,33041;-51,77011
"2244675";43;430355;"CENTRO MUNICIPAL DE SAUDE SILVIO CERATO CAMARGO";"RUA MAURICIO CARDOSO";"CENTRO";-28,58807;-52,20238
"2244756";43;431220;"POSTO DE SAUDE MAXIMILIANO DE ALMEIDA";"RUA JOSE MUTERLE";"CENTRO";-27,63695;-51,79912
"2244764";43;430550;"UBS DR ROMEU LUIZ WEBBER";"RUA LUIZ FERRAREZE";"CENTRO";-28,34589;-51,87392
"2244918";43;430585;"POSTO DE SAUDE DE COQUEIROS DO SUL";"RUA PEDRO REINHEIMER";"VILA PLANALTO";-28,11707;-52,77767
"2244993";43;430750;"ESF DR GERARDO BARBOSA ESPUMOSO";"RUA ILDO MENEGHETTI";"JARDIM DOS COQUEIROS";-28,725;-52,85
"2244896";43;432255;"UNIDADE SAUDE DA FAMILIA DE VANINI";"RUA FARRAPOS";"CENTRO";-28,47419;-51,84355
"2245051";43;430005;"CENTRO DE SAUDE AGUA SANTA";"RUA REGINA BIANCHI PERUZZO";"CENTRO";-28,17554;-52,03414
"2245094";43;431180;"PSF CENTRO SOCIAL URBANO MARAU";"RUA GOV ERNESTO DORNELES";"VILA RIGO";-28,449;-52,2
"2245108";43;431180;"POSTO DE SAUDE AMBULATORIO CENTRAL MARAU";"AV PRESIDENTE VARGAS";"CENTRO";-28,44139;-52,19845
"2245140";43;431180;"PSF SANTA LUCIA MARAU";"RUA 15 DE NOVEMBRO";"SANTA LUCIA";-28,4269;-52,21187
"2245329";43;430180;"UNIDADE DE SAUDE BARRACAO";"AVENIDA BRASILIA";"CENTRO";-27,672;-51,461
"2245043";43;431235;"UNIDADE DE SAUDE DE MONTAURI";"RUA SOUZA LOBO";"CENTRO";-28,652;-52,07
"2245388";43;432100;"UNIDADE DE ESF ANAURELINA VIEIRA DA PAIXAO";"RUA ALBERTO MANICA";"COHAB";-28,62542;-52,86196
"2245396";43;432100;"UNIDADE DE ESF CENTRO TAPERA";"AVENIDA XV DE NOVEMBRO";"CENTRO";-28,6277;-52,87042
"2245418";43;432100;"UNIDADE DE ESF ZONA RURAL SUL TAPERA";"RUA MAUA";"PROGRESSO";-28,63395;-52,86793
"2245450";43;432080;"SECRETARIA DE SAUDE US SOLEDADE";"RUA BENJAMIN CONSTANT";"CENTRO";-28,83291;-52,51162
"2245469";43;432080;"ESF EXPEDICIONARIO SOLEDADE";"RUA JOSE BONIFACIO";"EXPEDICIONARIO";-28,82706;-52,49412
"2245566";43;432080;"ESF IPIRANGA SOLEDADE";"RUA RIO DE JANEIRO";"IPIRANGA";-28,84268;-52,51823
"2245620";43;431127;"SUBPOSTO DE SAUDE LINHA GLORIA LAGOA TRES CANTOS";"LINHA GLORIA";"DISTRITO";-28,57411;-52,79041
"2245590";43;430885;"CENTRO MUNICIPAL DE SAUDE GENTIL";"AVENIDA PRIMAVERA";"CENTRO";-28,43321;-52,03371
"2245353";43;431360;"UNIDADE BASICA DE SAUDE DE PAIM FILHO";"RUA DR MILTON MICHELINI";"CENTRO";-27,711;-51,761
"2245698";43;431860;"UNIDADE BASICA DE SAUDE CENTRO SAO JOSE DO OURO";"AV JOSE GELAIN";"CENTRO";-27,7703;-51,59314
"2245809";43;430495;"POSTO DE SAUDE CASEIROS";"RUA BENJAMIN NADIN";"CENTRO";-28,2698;-51,6881
"2245876";43;431410;"ESF ADOLFO GROTH PMPF";"CEL BICACO";"PROFESSOR SCHISLER";-28,26076;-52,45121
"2245892";43;431410;"ESF CAIC EDU AZAMBUJA PMPF";"RUA DALILA MELLO";"COHAB II";-28,27094;-52,43845
"2246007";43;431410;"ESF JOSE ALEXANDRE ZACHIA PMPF";"RUA ARGEMIRO FERREIRA";"JOSE ALEXANDRE ZACCH";-28,2269;-52,43692
"2246015";43;431410;"ESF JABOTICABAL PMPF";"AV ALVORADA";"JABOTICABAL";-28,26111;-52,45088
"2246031";43;431410;"ESF OPERARIA PMPF";"RUA ALFERES RODRIGUES";"VILA OPERARIA";-28,26268;-52,42646
"2246120";43;431410;"ESF SAO CRISTOVAO PMPF";"RUA JOAO PESSOA";"LOT SANTA MARIA II";-28,27867;-52,3662
"2246198";43;431410;"ESF VALINHOS PMPF";"RUA NITEROI";"VALINHOS";-28,24234;-52,44171
"2246082";43;431410;"UBS CAIS PETROPOLIS PMPF";"AV BRASIL";"PETROPOLIS";-28,25812;-52,40228
"2246147";43;431410;"ESF SAO JOSE PMPF";"AVENIDA LUIS DE CAMOES";"SAO JOSE";-28,23669;-52,36892
"2246139";43;431410;"ESF SAO LUIZ GONZAGA PMPF";"RUA FERANCISCO FORMIGHERI";"SAO LUIZ GONZAGA";-28,25754;-52,37268
"2246309";43;431410;"UBS BOM RECREIO PMPF";"INTERIOR";"BOM RECREIO";-28,29875;-52,46714
"2246368";43;430597;"UNIDADE BASICA DE SAUDE DO MUNICIPIO DE COXILHA";"RUA VALMI PEDROSO SEVERO";"CENTRO";-28,127;-52,296
"2246376";43;430980;"UNIDADE BASICA DE SAUDE IBIACA";"RUA PAULINA PANSERA";"CENTRO";-28,05447;-51,85925
"2246384";43;430995;"UNIDADE DE SAUDE DA FAMILIA DE IBIRAPUITA";"RUA ALBINO SENGER";"CENTRO";-28,62725;-52,51441
"2246562";43;431170;"ESF1 EQUIPE SAUDE DA FAMILIA";"PAPA JOAO XXIII";"CENTRO";-27,567;-51,668
"2246252";43;431410;"ESF RICCI PMPF";"RUA CAMILO RIBEIRO";"VILA RICCI";-28,26926;-52,37168
"2246341";43;430055;"CENTRO DE SAUDE LUIS CORAZZA ALTO ALEGRE RS";"DUQUE DE CAXIAS";"CENTRO";-28,77599;-52,99496
"2246546";43;430750;"ESF LUIZ DRUM ESPUMOSO";"COMUNIDADE DEPOSITO";"DEPOSITO";-28,725;-52,85
"7126255";26;260970;"NUCLEO DE APOIO A SAUDE DA FAMILIA DE OROBO";"AVENIDA DOM GENTIL";"CARAUBAS";-7,74471;-35,6066
"2246635";43;432080;"ESF PRIMAVERA SOLEDADE";"RUA NEI VILAS BOAS";"BOTUCARAI";-28,81474;-52,48599
"2246643";43;431180;"PSF CONSTANTE FUGA MARAU";"RUA JOSE FUGA";"SANTA HELENA";-28,449;-52,2
"2246627";43;432080;"ESF SAO BOM JESUS";"RUA FAO";"BOTUCARAI";-28,81105;-52,49292
"2247100";43;432240;"ESF 03 CIDADE NOVA";"ALCIDES TREIN";"CIDADE NOVA";-29,76355;-57,05628
"2247119";43;432240;"ESF 02 MARDUQUE";"RUA BORGES DE MEDEIROS";"MASCARENHAS DE MORAE";-29,755;-57,088
"2247127";43;432240;"ESF 05 TARRAGO";"RUA JULIO DE CASTILHOS";"TARRAGO";-29,76126;-57,09759
"2247135";43;432240;"ESF 04 COHAB I";"RUA ALEXANDRE ZACHIA";"COHAB I";-29,77678;-57,09014
"2247143";43;432240;"ESF 01 RUI RAMOS";"RUA ARNALDO RIBEIRO";"RUI RAMOS";-29,755;-57,088
"2247208";43;431830;"ESF PAM";"FRANCISCO P M LEIVAS";"CENTRO";-30,33792;-54,31446
"2247232";43;432240;"ESF 06 SAO JOAO";"RUA VENANCIO AIRES";"SAO JOAO";-29,77552;-57,07522
"2247240";43;432240;"ESF 14TABAJARA BRITES";"UMBELINO FRANCISCO RAMOS";"QDA 04";-29,755;-57,088
"2247259";43;432240;"ESF 15 HIPICA I E II";"BRAZ LIMONGE";"HIPICA I E II";-29,755;-57,088
"2247267";43;432240;"ESF 16 CIDADE ALEGRIA";"RUA ALCEU WAMOSY";"CIDADE ALEGRIA";-29,77591;-57,06928
"2247275";43;432240;"ESF 17 NOVA ESPERANCA";"JOSE GARIBALDI";"NOVA ESPERANCA";-29,77583;-57,06925
"2247305";43;432240;"ESF 09 BARRAGEM SANCHURI";"AV GABRIEL PACHECO";"SANCHURI";-29,755;-57,088
"3680525";32;320300;"U B S LUCIO ANTONIO DA SILVA";"RUA RIVADAL MANOEL DE SOUZA";"NOSSA SENHORA DA PEN";-20,341;-41,529
"2247518";43;431800;"PREF MUN S BORJA SMSUSF 14";"INTERIOR";"VILA NHU PORA";-28,661;-56,004
"2247631";43;431800;"CENTRO MUNICIPAL DE ATENDIMENTO ESPECIALIZADO CEMAE";"RUA CORONEL LAGO";"CENTRO";-28,661;-56,004
"2247909";43;430187;"CENTRO DE SAUDE DR ROBERTO VIEIRA PEREIRA";"RUA SALDANHA MARINHO";"CENTRO";-30,207;-57,555
"2247992";43;431055;"UNIDADE BASICA DE SAUDE IVO BRAGA FIALHO";"AVENIDA DEZ DE ABRIL";"CENTRO";-28,787;-55,251
"2248077";43;431830;"ESF SANTA CLARA";"CORREDOR BOM RETIRO";"SANTA CLARA";-30,3904;-54,35871
"2248085";43;431830;"ESF BOM FIM";"MANOEL ANTONIO DE MACEDO";"BOM FIM";-30,34783;-54,29151
"2248603";43;432290;"UNIDADE BASICA DE VIADUTOS";"RUA ANGELO ALEGRETTI";"CENTRO";-27,56913;-52,02009
"2248433";43;430825;"UBS PACSPSF FLORIANO PEIXOTO";"RUA CONSTANTE ROSTIROLLA";"CENTRO";-27,85822;-52,08474
"2248476";43;430537;"UBS CHARRUA";"RUA GUARANI";"CIDADE ALTA";-27,95293;-52,0185
"2248484";43;432060;"UNIDADE BASICA DE SAUDE DE SEVERIANO DE ALMEIDA";"RUA PREFEITO ORLANDO SBRUSSI";"CENTRO";-27,43305;-52,11304
"2248492";43;430755;"UNIDADE BASICA DE SAUDE I";"RUA FIORELO PIAZETTA";"CENTRO";-27,91383;-52,26205
"2248549";43;431090;"UNIDADE BASICA DE SAUDE DE JACUTINGA";"RUA JOAO TORTELLI";"CENTRO";-27,72625;-52,53709
"2248565";43;431970;"UNIDADE BASICA DE SAUDE DE SAO VALENTIM UBS CELSO TONATTO";"RUA OSVALDO TELLO";"CENTRO";-27,5601;-52,52589
"7138520";43;431720;"UNIDADE BASICA DE SAUDE JARDIM PETROPOLIS";"RUA BANGU";"JARDIM PETROPOLIS";-27,86665;-54,4902
"2248689";43;430890;"UNIDADE BASICA DE SAUDE SAO JOSE";"RUA OSVALDO LUIZ PREZZOTTO";"SAO JOSE";-27,89388;-52,23547
"2248506";43;432163;"UNIDADE BASICA DE SAUDE DE TRES ARROIOS";"RUA SANTO BERGAMIN";"CENTRO";-27,4998;-52,14635
"2248441";43;431046;"UBS DE IPIRANGA DO SUL";"RUA ANGELO TONIAL";"CENTRO";-27,93667;-52,42777
"2248980";43;430700;"UBS CENTRO";"RUA ALEMANHA";"CENTRO";-27,63342;-52,27899
"2248751";43;430720;"UNIDADE BASICA DE SAUDE DE ERVAL GRANDE";"RUA FREDERICO CORADI";"CENTRO";-27,39111;-52,57162
"2248883";43;430700;"UBS PROGRESSO";"RUA ESTEVAO GAVENDA";"PROGRESSO";-27,634;-52,274
"2248948";43;430700;"UBS CAPOERE";"DISTRITO DE CAPOERE";"CAPOERE";-27,634;-52,274
"2249081";43;430700;"POSTO DO PRESIDIO ESTADUAL DE ERECHIM";"RUA JACINTO GODOI";"CENTRO";-27,634;-52,274
"2249251";43;430890;"CENTRO DE SAUDE DE GETULIO VARGAS";"RUA MAJOR CANDIDO CONY";"CENTRO";-27,88318;-52,22355
"2249332";43;430695;"UBS DE ENTRE RIOS DO SUL ALZIRA DE OLIVEIRA LAITAR";"RUA SAO PAULO";"CENTRO";-27,528;-52,733
"2249405";43;430890;"UNIDADE NAVEGANTES PSF";"RUA LUIS BERGAMIN";"NAVEGANTES";-27,88467;-52,23731
"2249324";43;430192;"UNIDADE BASICA DE SAUDE DA BARRA DO RIO AZUL";"RUA DAS ROSAS";"CENTRO";-27,41037;-52,41303
"2249790";43;431040;"POSTO PSF 1";"RUA JOSINO FARIAS";"CENTRO";-27,85297;-54,19213
"2249820";43;430220;"POSTO DE SAUDE SEDE B V BURICA";"AV SAO JOSE";"CENTRO";-27,669;-54,11
"2249839";43;430030;"UNIDADE BASICA DE SAUDE ALECRIM";"RUA MARQUES DO ERVAL";"CENTRO";-27,65731;-54,76402
"2249847";43;430960;"UNIDADE DE ASSISTENCIA ESPECIALIZADA E ESF RURAL";"RUA SAO CRISTOVAO";"CENTRO";-27,62521;-54,31309
"2249863";43;430960;"POSTO DE SAUDE E PSF VILA BELA UNIAO HORIZONTINA";"RUA HONORIO LEMOS";"VILA BELA UNIAO";-27,626;-54,308
"2249898";43;431505;"POSTO DE SAUDE SEDE E PSF P MAUA";"RUA ALFREDO JOAO BERTOLL";"CENTRO";-27,57653;-54,6674
"2250004";43;430673;"POSTO DE SAUDE PSF DR MAURICIO CARDOSO";"RUA BENTO GONCALVES";"CENTRO";-27,50688;-54,36409
"2101378";31;311430;"UNIDADE BASICA DE SAUDE ROSARIO ABEL GARCIA DE AZEVEDO";"RUA CAPITAO ANTONIO FRANCISCO";"ROSARIO";-18,99602;-46,31462
"2101386";31;311430;"UNIDADE BASICA DE SAUDE NEWTON ALVES DE OLIVEIRA PBA I E II";"RUA FRANCISCO DUARTE";"PARANAIBA";-19,00611;-46,3197
"2101408";31;311430;"UNIDADE BASICA DE SAUDE ALVORADA";"AV TANCREDO NEVES";"ALVORADA";-18,99296;-46,30643
"2250144";43;431342;"UNIDADE BASICA DE SAUDE SEDE";"AVENIDA PRATOS";"CENTRO";-27,57683;-54,50159
"2101416";31;311430;"UNIDADE BASICA DE SAUDE QUINTINOS";"RUA MARTINHO JOSE PIMENTA";"QUINTINOS";-18,8588;-46,08635
"2250039";43;431930;"POSTO DE SAUDE SAO PAULO DAS MISSOES AREA II";"RUA PRESIDENTE COSTA E SILVA";"CENTRO";-28,02402;-54,93558
"2250152";43;431342;"UNIDADE BASICA DE SAUDE VILA PRATOS";"VILA PRATOS RUA PORTO LUCENA";"CENTRO";-27,51384;-54,49301
"2250195";43;431507;"UNIDADE BASICA DE SAUDE PORTO VERA CRUZ";"RUA VERA CRUZ";"CENTRO";-27,73572;-54,90061
"2227045";43;431840;"POSTO DE ASSISTENCIA MEDICA";"RUA RAMIRO BARCELOS";"CENTRO";-29,95678;-51,72486
"2250292";43;431790;"POSTO DE SAUDE DA SEDE SANTO CRISTO RS";"RUA VEREADOR ASSMANN";"CENTRO";-27,82118;-54,66816
"2118238";31;311430;"UNIDADE BASICA DE SAUDE SANTA CRUZ I E II";"RUA FIRMINO DE OLIVEIRA";"SANTA CRUZ";-18,99989;-46,32523
"2250438";43;432180;"PSF VIVA MELHOR";"VILA CONSOLATA";"INTERIOR";-27,773;-54,24
"2250454";43;432180;"PSF VIVA SAUDAVEL";"VILA PROGRESSO";"INTERIOR";-27,773;-54,24
"2250462";43;432180;"PSF VIVA FAMILIA";"RUA BURICA";"ORIENTAL";-27,7697;-54,23381
"2250489";43;432180;"PSF VIVA BEM";"RUA SANTO ANDRE";"PROMORRAR";-27,76677;-54,24559
"2250608";43;432032;"UNIDADE DE SAUDE DA FAMILIA DA SEDE";"RUA CRUZ ALTA AV 22 DE OUTUBRO 235 CENTRO";"CENTRO";-28,02858;-54,54646
"2250659";43;430430;"POSTO DE SAUDE UNIDADE DO PSF CANDIDO GODOI";"AVN CONCORDIA";"CENTRO";-27,95146;-54,75251
"2250861";43;431205;"UNIDADE SANITARIA DR JUCA SEDE";"RUA FORQUETA";"CENTRO";-29,3287;-52,09599
"2250918";43;431545;"UNIDADE SANITARIA DE RELVADO";"RUA ENCANTADO";"CENTRO";-29,1104;-52,06971
"2250969";43;430200;"UNIDADE SANITARIA DE BARROS CASSAL";"RUA KURTZ SPALDING";"CENTRO";-29,09635;-52,58167
"2251019";43;430620;"UNIDADE SANITARIA DE CRUZEIRO DO SUL";"RUA SANTA CATARINA";"CENTRO";-29,51229;-51,98545
"2251035";43;430675;"UNIDADE DE SAUDE DA FAMILIA DE DOUTOR RICARDO";"RS 332 KM 21";"CENTRO";-29,12344;-51,96769
"2251140";43;431475;"UNIDADE SANITARIA POCO DAS ANTAS";"AV SAO PEDRO";"CENTRO";-29,45;-51,671
"2251183";43;430558;"UNIDADE BASICA DE SAUDE DE COLINAS";"OLAVO BILAC";"CENTRO";-29,388;-51,87
"2251078";43;431515;"UNIDADE SANITARIA DE PROGRESSO";"RUA CEL FETT FILHO";"CENTRO";-29,24172;-52,30826
"2251167";43;431030;"UNIDADE SANITARIA DE ILOPOLIS";"RUA CONSELHEIRO JOSE BOZZETTO";"CENTRO";-28,927;-52,124
"2251205";43;430070;"UNIDADE SANITARIA DE ANTA GORDA";"RUA PADRE HERMINIO CATELLI";"CENTRO";-28,96869;-52,01453
"2251132";43;432377;"UNIDADE SANITARIA DE WESTFALIA";"RUA PROFESSOR HENRIQUE DREMEYER";"CENTRO";-29,42006;-51,76777
"2251213";43;430140;"UNIDADE SANITARIA DE ARVOREZINHA";"RUA CARLOS SCHEFFER";"CENTRO";-28,87427;-52,18124
"2251221";43;431580;"UNIDADE SANITARIA DE ROCA SALES";"RUA NAPOLEAO MAIOLI";"CENTRO";-29,28793;-51,8685
"2251280";43;432085;"UNIDADE SANITARIA CENTRAL DE TABAI";"28 DE DEZEMBRO";"CENTRO";-29,643;-51,682
"2251337";43;431140;"UNIDADE BASICA DE SAUDE SAO CRISTOVAO";"FABIO BRITTO DE AZAMBUJA";"SAO CRISTOVAO";-29,44506;-51,96379
"2251256";43;432285;"UNIDADE SANITARIA SAO LUIS DE VESPASIANO CORREA";"RUA URUGUAIANA";"CENTRO";-29,06906;-51,8607
"2251671";43;430780;"PSF MOINHOS";"RUA SANTO ANTONIO ESQUINA C PALMEIRA DAS MISSOES";"MOINHOS";-29,502;-51,966
